Estacao;Data;Hora;Precipitacao;
83766;30/12/2016;1200;9.4;
83766;31/12/2016;1200;23.2;
83766;01/01/2017;1200;41.2;
83766;02/01/2017;1200;26.6;
83766;03/01/2017;1200;3;
83766;04/01/2017;1200;0;
83766;05/01/2017;1200;1.7;
83766;06/01/2017;1200;0;
83766;07/01/2017;1200;0.3;
83766;08/01/2017;1200;0;
83766;09/01/2017;1200;0;
83766;10/01/2017;1200;0;
83766;11/01/2017;1200;0.8;
83766;12/01/2017;1200;0;
83766;13/01/2017;1200;1.9;
83766;14/01/2017;1200;0;
83766;15/01/2017;1200;0;
83766;16/01/2017;1200;0;
83766;17/01/2017;1200;23.7;
83766;18/01/2017;1200;26.7;
83766;19/01/2017;1200;0;
83766;20/01/2017;1200;0.8;
83766;21/01/2017;1200;0;
83766;22/01/2017;1200;8;
83766;23/01/2017;1200;14.2;
83766;24/01/2017;1200;5.1;
83766;25/01/2017;1200;21.6;
83766;26/01/2017;1200;10.4;
83766;27/01/2017;1200;0;
83766;28/01/2017;1200;0;
83766;29/01/2017;1200;12;
83766;30/01/2017;1200;1.7;
83766;31/01/2017;1200;0.3;
83766;01/02/2017;1200;1.2;
83766;02/02/2017;1200;0.4;
83766;03/02/2017;1200;33.2;
83766;04/02/2017;1200;8.8;
83766;05/02/2017;1200;3;
83766;06/02/2017;1200;0;
83766;07/02/2017;1200;0;
83766;08/02/2017;1200;0;
83766;09/02/2017;1200;0;
83766;10/02/2017;1200;0;
83766;11/02/2017;1200;0;
83766;12/02/2017;1200;2;
83766;13/02/2017;1200;29.2;
83766;14/02/2017;1200;43.7;
83766;15/02/2017;1200;0;
83766;16/02/2017;1200;0;
